film_id,title,year,genre,w01,w02,w03,w04,w05,w06,w07,w08,w09,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,decade,primary_genre,arch_0_weight,arch_1_weight,arch_2_weight,arch_3_weight,arch_4_weight,arch_5_weight,dominant_archetype
tt0097981,A Nightmare On Elm Street The Dream Child,1989,Horror|Thriller,-0.360521,0.30945,0.932114,0.28415,0.299359,0.26406,0.277527,0.279189,-0.945285,-1.542734,-1.001059,-0.367204,-1.655629,-1.019741,0.279638,-0.349316,0.480521,2.201787,2.177983,-0.544288,1980s,Horror,0.024822032317401804,0.0,0.6562260613783101,0.22545236103030103,0.0,0.0934995452739871,2
tt21823606,A Real Pain,2024,Comedy|Drama,-0.235688,0.454622,0.460836,1.168871,1.154758,-0.242311,1.167409,1.134835,-0.240621,-0.943144,0.463562,1.16748,0.452493,-1.650967,-0.316616,0.467523,-1.645065,-2.350782,-0.241587,-0.225609,2020s,Comedy,0.17388983005978464,0.37431679622428454,0.0,0.4208521678325311,0.030941205883399662,0.0,3
tt1832382,A Separation,2011,Drama,0.514054,1.44472,2.361021,1.635024,0.420631,-0.416861,-1.345191,-0.254355,0.46822,-1.346424,-0.437989,-0.411141,-0.415897,-0.417125,-1.350304,-1.350811,-0.427294,0.341807,0.47757,0.510345,2010s,Drama,0.0,0.11031192583199484,0.0,0.6386784889766302,0.0,0.251009585191375,3
tt1019452,A Serious Man,2009,Comedy|Drama,0.73427,-0.088146,-0.121254,-2.493968,0.647739,0.737766,1.519157,-0.098931,0.68495,0.714331,-0.840225,-0.910219,-0.096356,-0.906924,-1.687881,-0.650053,0.715899,1.513611,-0.086998,0.713233,2000s,Comedy,0.1294035990321324,0.31295761896482166,0.557638782003046,0.0,0.0,0.0,2
tt7040874,A Simple Favor,2018,Thriller|Comedy|Mystery,1.86556,0.844372,-0.805507,-0.884994,-0.928503,0.001688,0.87969,1.291504,0.875973,-0.840628,-0.861401,-0.004288,-0.907885,-1.86822,-0.887889,0.037889,-0.490298,0.4967,0.432252,1.753986,2010s,Thriller,0.0,0.32994660080651705,0.4405217276636943,0.0,0.0,0.2295316715297886,2
tt0120324,A Simple Plan,1998,Crime|Drama|Thriller,-0.253359,-0.286847,0.623692,-0.245959,1.674805,0.407588,0.392027,-0.202445,-1.130787,0.569343,-1.135338,-1.871716,0.360416,1.524959,0.791271,-1.139628,1.582125,0.612002,-1.180024,-1.092126,1990s,Crime,0.4200332549352566,0.0,0.12543618340155846,0.3815275264913028,0.0730030351718822,0.0,0
tt0088146,A Soldiers Story,1984,Mystery|Crime|Drama,1.297868,-0.024086,0.825189,0.872858,0.843131,1.352757,1.367449,0.959574,0.866804,0.37044,-1.110895,-1.109403,-0.632753,-1.165436,-0.655363,-0.627342,-1.607803,-1.590344,-0.598103,0.365456,1980s,Mystery,0.0,0.40672176803364196,0.1435778696107776,0.44970036235558036,0.0,0.0,3
tt1517451,A Star Is Born,2018,Music|Drama|Romance,0.552025,0.477093,-1.174486,-1.742553,-1.731294,0.537484,1.105129,-0.034623,-0.599619,1.109274,1.108285,1.107747,1.152979,-0.036434,-1.755204,-1.170897,-0.047514,-0.043897,0.533983,0.652522,2010s,Music,0.15178443712053638,0.5471831620762804,0.0,0.0,0.11030352105804103,0.19072887974514222,1
tt0117891,A Thin Line Between Love And Hate,1996,Comedy|Crime|Romance,1.066574,0.630701,0.185257,1.392199,1.046517,0.088017,-0.687717,1.022496,0.614855,-0.256611,1.050029,0.627326,0.636185,0.649371,-1.135195,-1.135832,-1.133603,-1.55824,-1.543475,-1.558854,1990s,Comedy,0.2074079374505264,0.3727254976798687,0.0,0.4198665648696048,0.0,0.0,3
tt0117913,A Time To Kill,1996,Crime|Drama|Thriller,-0.194966,-0.188012,-0.173544,-0.177661,-1.293649,-0.173355,1.870132,-0.182381,-0.338108,-1.29918,-1.253537,-0.068662,1.895304,-0.164228,-1.252526,1.938236,0.835757,0.840852,-0.90594,0.285467,1990s,Crime,0.4838146806971252,0.0,0.33817451261478565,0.0016565841240242603,0.141111868154438,0.03524235440962695,0
tt0090264,A View To A Kill,1985,Adventure|Action|Thriller,0.277963,0.897012,0.805709,0.673622,-0.173351,-0.592142,-0.776373,-0.232989,0.691592,-0.523061,-1.194444,-1.26696,0.703939,-1.738949,-1.189998,-0.034591,-0.215978,0.300882,2.711239,0.876879,1980s,Adventure,0.0,0.08343817236628645,0.3500074740476089,0.19827964810902315,0.0,0.3682747054770814,5
tt2667918,About Alex,2014,Comedy|Drama,-1.61601,-0.962411,-1.64238,0.387894,-1.446418,0.469786,-0.26996,1.056447,-0.268692,-0.267227,0.984881,0.417067,-0.278656,-0.272149,-0.257496,-0.391506,1.072164,-0.265227,1.091927,2.457966,2010s,Comedy,0.0,0.1747238310956233,0.30860520080439585,0.0,0.5166709680999808,0.0,4
tt1611224,Abraham Lincoln Vampire Hunter,2012,Action|Fantasy|Horror,-0.172523,-1.445198,0.991098,1.127202,-2.078897,-0.748729,0.493174,0.454003,-0.154788,-0.809516,-0.141482,1.13829,0.476804,-1.453962,1.119914,-0.80303,-0.697035,0.458308,0.474093,1.772274,2010s,Action,0.0474753253824085,0.25307468966748736,0.17398605594949468,0.0,0.3493516423660019,0.1761122866346078,4
tt0109040,Ace Ventura Pet Detective,1994,Comedy|Mystery|Crime,0.659029,0.642753,-0.120529,-0.121751,1.395713,-0.098108,-0.879483,-1.647334,-0.873313,0.63599,-0.139701,-1.653332,-1.6442,0.648086,-0.126458,-0.809526,-0.082487,1.330763,1.325083,1.558804,1990s,Comedy,0.0,0.0,0.2875615471580291,0.2608617476322681,0.06850187290861545,0.3830748323010874,5
tt0094612,Action Jackson,1988,Action|Comedy,0.247089,-1.304409,-0.16405,-0.164149,-0.236151,0.395345,0.953025,0.403089,1.526315,0.51209,0.381346,-1.295054,-1.308092,-1.317556,-1.196277,-0.652431,-0.733555,1.48344,0.400297,2.069687,1980s,Action,0.0,0.42947031727119084,0.5705296827288092,0.0,0.0,0.0,2
tt2935510,Ad Astra,2019,Science Fiction|Drama,0.804857,1.676287,0.798548,-0.983888,-0.110857,-0.100535,-0.087653,0.786615,-0.985425,-0.239368,-0.844911,-0.086498,0.862792,-0.097006,-1.874438,-1.854801,-0.899253,0.770097,0.79143,1.674007,2010s,Science Fiction,0.0,0.3762436633049411,0.03891980329246113,0.18406250547193875,0.0,0.4007740279306591,5
tt0268126,Adaptation,2002,Comedy|Crime|Drama,0.910548,-0.645611,0.128307,0.80652,0.003121,1.673705,0.897508,-0.639533,-0.685186,-0.704767,-2.21223,0.063324,-0.649991,0.119037,-0.653515,-2.006385,0.738224,0.915928,0.812019,1.128976,2000s,Comedy,0.0,0.0,0.525979830242987,0.3339525759063079,0.14006759385070516,0.0,2
tt0106220,Addams Family Values,1993,Comedy|Family|Fantasy,0.552746,1.676328,0.910656,0.408488,0.344635,-0.293166,0.31121,-1.689348,-0.314298,0.317929,-0.285607,-0.301535,-0.994584,-1.041816,0.386116,-0.194051,-0.30739,-2.367811,1.089634,1.791862,1990s,Comedy,0.0,0.16648868133688277,0.05674316508392103,0.4117467948881757,0.0,0.3650213586910204,3
tt32159989,After The Hunt,2025,Drama,1.379593,1.300586,0.180511,0.692933,-1.016508,-0.524437,-0.427635,-0.417939,1.166661,-0.343738,-0.990243,-0.417135,0.683013,-0.431263,-1.570333,-0.990323,-0.986834,-0.414985,0.711078,2.417,2020s,Drama,0.0,0.3910712495631275,0.0,0.14679598947826367,0.0,0.4621327609586089,5
tt7985692,After The Wedding,2019,Drama,0.490811,0.489309,0.411994,-0.093145,0.496159,0.4966,1.072297,-0.654798,-2.378653,-0.650365,0.480143,-1.21901,-1.252586,-1.230366,-0.672946,-0.092543,0.519599,1.644054,1.64537,0.498077,2010s,Drama,0.0,0.0,0.5459698289058288,0.23364104086507656,0.0,0.22038913022909468,2
tt19770238,Aftersun,2022,Drama,0.269268,0.433117,0.43258,-0.136266,0.359752,-0.166424,-1.371175,-0.185448,0.422912,-0.180493,0.407776,0.34828,-0.167114,-1.360592,-2.551346,-1.361755,0.427796,1.148364,1.6144,1.61637,2020s,Drama,0.0,0.38145026005135635,0.18625164351579754,0.03685508699048991,0.0,0.3954430094423562,5
tt16419074,Air,2023,Drama|History,-1.325959,-1.106509,-0.511905,-1.309946,-1.33051,-0.524745,-1.267368,-0.506221,0.307006,0.299001,1.798459,-0.498012,0.298911,1.082547,0.287428,1.915015,0.30036,1.094901,1.076494,-0.078946,2020s,Drama,0.438526804894933,0.0,0.0,0.0,0.4773892744554304,0.08408392064963659,4
tt0118571,Air Force One,1997,Action|Thriller,1.165816,-0.68605,-0.204559,1.63268,1.134919,0.509875,-0.680404,-1.804703,-1.354535,0.380517,-0.074781,-1.896317,-0.126405,1.161231,1.136076,1.11457,-0.523855,-0.041926,-0.627804,-0.214344,1990s,Action,0.2663386740307543,0.0,0.0,0.5171961326190136,0.216465193350232,0.0,3
tt0080339,Airplane,1980,Comedy,-0.367923,-0.260648,0.337864,1.592641,0.355839,2.125737,1.550581,0.223063,-0.910323,-1.515475,-1.516326,-0.896867,-0.896419,-0.37776,-0.897362,0.899198,0.944891,0.31747,-0.27292,-0.435262,1980s,Comedy,0.10309744445654292,0.0,0.5101370399107554,0.38676551563270156,0.0,0.0,2
tt0083530,Airplane Ii The Sequel,1982,Comedy,0.351936,-0.279219,1.040569,-1.611737,-0.32821,-0.308722,-0.84371,0.345735,1.707401,1.706492,-0.289507,0.37871,-0.190566,-0.334283,-1.657057,-1.116778,-0.989933,1.00008,1.684337,-0.265538,1980s,Comedy,0.06405006853610215,0.6619228202862079,0.040071742630430784,0.0,0.0,0.23395536854725904,1
tt0103639,Aladdin,1992,Animation|Family|Adventure|Fantasy|Romance,0.49728,-0.728612,-0.822446,0.493303,-0.92234,0.473332,1.777785,-0.20617,0.489462,0.497872,-0.236567,-1.121525,1.200697,0.558551,-0.232677,-1.72013,-1.68055,-0.764747,0.498394,1.949087,1990s,Animation,0.0,0.5690667741417386,0.16076095108669172,0.0,0.2701722747715697,0.0,1
tt1712170,Alex Cross,2012,Action|Thriller|Crime|Mystery,-0.024017,1.874142,1.192786,1.23164,0.591886,1.225465,-0.064474,-0.06209,-0.611975,0.559458,-0.710336,-1.351021,0.455622,-2.027641,-1.412383,-1.357177,-0.084338,-0.065523,-0.066034,0.706009,2010s,Action,0.0,0.21868744683308766,0.22311041953260122,0.5582021336343113,0.0,0.0,3
tt0248667,Ali,2001,Drama,0.337054,0.275134,0.9838,1.586935,0.866091,-0.821545,-2.160151,-1.530649,0.934044,-0.911809,0.338466,0.37481,-0.751003,-0.286024,-0.911534,-0.917258,-0.281376,0.929708,0.349073,1.596232,2000s,Drama,0.0,0.0913314463261153,0.0,0.3911543321671272,0.1818471854664289,0.3356670360403286,3
tt0103644,Alien 3,1992,Science Fiction|Action|Horror,2.60855,-0.56641,0.140082,1.752739,0.083123,-0.667096,-0.833663,-0.724766,-0.686019,-0.667854,-0.686789,0.147346,-0.68049,-0.756464,-1.464171,0.936806,0.253729,1.597121,0.161217,0.053009,1990s,Science Fiction,0.050718596499943015,0.0,0.07266798192753783,0.4182791122179176,0.0,0.4583343093546015,5
tt2316204,Alien Covenant,2017,Horror|Science Fiction,0.443843,0.43979,-0.497604,-1.879794,0.421853,0.859071,-1.42549,-2.826017,-0.449691,0.897779,0.437818,0.906997,0.896935,0.890433,0.04084,-0.033184,0.464599,-0.028407,-0.471894,0.912122,2010s,Horror,0.2234663586275145,0.01669384999968885,0.0,0.10702387963522227,0.40743153414057476,0.2453843775969996,4
